restaurant_id,name,category,price_tier,neighborhood,opening_time,closing_time,average_rating,good_for_kids
253,The Japanese Teppanyaki,Greek,medium,Chelsea,10:47 AM,10:27 PM,0.9,false
254,The Burger Joint,Turkish,expensive,Hell's Kitchen,11:08 AM,5:25 PM,0.8,false
255,The Thai Orchid,Brazilian,expensive,Greenwich Village,9:38 AM,10:50 PM,1.0,true
256,The Burger Joint,Thai,medium,Jackson Heights,8:58 AM,6:32 PM,2.1,true
257,The Soup Kitchen,Mediterranean,cheap,Williamsburg,6:21 AM,12:34 PM,0.5,false
258,The Korean BBQ,Turkish,cheap,Park Slope,11:39 AM,3:01 PM,4.9,true
259,The Soup Kitchen,Turkish,cheap,Bedford-Stuyvesant,7:23 AM,12:52 PM,1.0,true
260,The Pasta Place,Brazilian,expensive,Hell's Kitchen,11:41 AM,10:08 AM,4.9,false
261,The Mediterranean Grill,Vietnamese,expensive,Chelsea,7:40 AM,4:27 PM,2.2,true
262,The Seafood Shack,Spanish,cheap,Greenwich Village,8:50 AM,8:47 PM,4.0,false
263,The Canadian Maple,Brazilian,cheap,Astoria,8:45 AM,10:44 PM,4.8,false
264,The Swiss Chocolate Factory,Indian,medium,Harlem,10:50 AM,8:05 PM,2.8,false
265,The German Beer Hall,Indian,cheap,Jackson Heights,8:01 AM,8:36 PM,3.9,true
266,The Burger Joint,Japanese,medium,Long Island City,8:04 AM,8:12 PM,0.6,true
267,The Waffle House,Greek,medium,Greenwich Village,6:57 AM,2:34 PM,4.5,true
268,The Irish Pub,Thai,expensive,Harlem,11:32 AM,11:07 AM,1.9,false
269,The Dutch Pancake House,French,cheap,Astoria,10:05 AM,5:05 PM,2.6,true
270,The Italian Gelateria,Turkish,expensive,Long Island City,7:15 AM,10:56 AM,2.4,true
271,The Swiss Chocolate Factory,Spanish,cheap,Harlem,10:15 AM,2:36 PM,1.2,true
272,The BBQ Pit,Spanish,medium,Williamsburg,9:53 AM,10:15 AM,4.8,true
273,The Pasta Place,Chinese,cheap,Hell's Kitchen,7:35 AM,9:59 PM,3.4,false
274,The Egyptian Falafel,Spanish,expensive,Greenwich Village,9:48 AM,5:15 PM,4.3,true
275,The Indian Curry House,Italian,expensive,Lower East Side,7:59 AM,10:09 PM,0.3,true
276,The Hungry Panda,Vietnamese,cheap,Jackson Heights,8:29 AM,6:26 PM,4.0,true
277,The Australian Outback,Italian,cheap,Park Slope,10:00 AM,1:56 PM,3.2,false
278,Pizza Paradise,Mexican,expensive,Jackson Heights,7:48 AM,6:59 PM,2.8,false
279,The Irish Pub,American,expensive,Jackson Heights,11:52 AM,2:33 PM,0.2,false
280,Taco Fiesta,Italian,cheap,Bushwick,10:39 AM,2:55 PM,2.5,true
281,Sushi House,Turkish,medium,Hell's Kitchen,11:15 AM,9:18 PM,0.9,false
282,The Malaysian Hawker Stall,Japanese,cheap,Jackson Heights,11:43 AM,11:31 PM,4.3,false
283,The Swiss Chocolate Factory,Brazilian,medium,Hell's Kitchen,6:47 AM,5:31 PM,4.1,true
284,Taco Fiesta,Greek,cheap,Long Island City,11:50 AM,5:09 PM,3.6,true
285,The Sandwich Shop,Greek,medium,Jackson Heights,9:04 AM,1:46 PM,1.1,false
286,The Peruvian Ceviche,Brazilian,expensive,Astoria,10:33 AM,4:31 PM,3.7,false
287,The Pasta Place,Chinese,expensive,Chelsea,9:56 AM,10:29 PM,0.2,true
288,The Indonesian Satay House,Italian,expensive,Chelsea,9:27 AM,1:10 PM,0.1,true
289,The Mediterranean Grill,Turkish,medium,Greenwich Village,11:27 AM,12:01 PM,5.0,true
290,The Peruvian Ceviche,Indian,cheap,Bushwick,9:03 AM,4:30 PM,2.5,false
291,The Pasta Place,Mediterranean,medium,Astoria,7:51 AM,8:16 PM,0.1,true
292,The Egyptian Falafel,Spanish,expensive,Astoria,11:47 AM,4:39 PM,1.8,true
293,The Spanish Tapas Bar,Spanish,medium,Lower East Side,6:00 AM,11:49 AM,2.5,false
294,The Vietnamese Pho,Spanish,expensive,Long Island City,7:37 AM,6:44 PM,0.8,true
295,The Sandwich Shop,French,cheap,Murray Hill,10:47 AM,6:25 PM,1.0,false
296,Taco Fiesta,Brazilian,medium,Chelsea,7:53 AM,2:29 PM,3.0,true
297,The Pasta Place,Brazilian,medium,Williamsburg,8:33 AM,2:42 PM,2.3,false
298,The Sandwich Shop,Spanish,expensive,Bushwick,8:50 AM,3:03 PM,3.9,false
299,Bella Italia,Turkish,expensive,Lower East Side,10:53 AM,11:08 PM,1.0,false
300,Bella Italia,Korean,medium,Bushwick,6:35 AM,4:52 PM,1.6,true
301,The Hungry Panda,Greek,expensive,Hell's Kitchen,11:48 AM,4:26 PM,1.1,false
302,The Belgian Waffle Cart,Indian,expensive,Park Slope,10:55 AM,7:22 PM,3.5,false
303,The Moroccan Tagine,Vietnamese,cheap,Chelsea,10:25 AM,10:24 PM,4.2,true
304,The Spanish Tapas Bar,Japanese,cheap,Washington Heights,6:22 AM,10:19 AM,4.1,true
305,The British Fish and Chips,French,expensive,Bedford-Stuyvesant,11:40 AM,11:08 AM,0.4,true
306,The Malaysian Hawker Stall,American,expensive,Astoria,11:38 AM,11:03 PM,0.9,true
307,The Turkish Kebab,Brazilian,expensive,Williamsburg,10:06 AM,11:28 PM,0.6,false
308,The Egyptian Falafel,Mediterranean,cheap,Hell's Kitchen,8:40 AM,10:51 AM,1.6,false
309,The Japanese Teppanyaki,French,cheap,Williamsburg,9:29 AM,7:18 PM,1.3,true
310,The Brazilian Churrascaria,Greek,expensive,Bushwick,9:17 AM,5:04 PM,3.8,true
311,The Chinese Dim Sum,Turkish,medium,Bushwick,11:10 AM,7:18 PM,4.5,false
312,Cafe Delight,Spanish,medium,Long Island City,7:44 AM,3:12 PM,3.1,true
313,The Steakhouse,Turkish,medium,Astoria,11:01 AM,3:17 PM,4.8,true
314,The Brazilian Churrascaria,Brazilian,cheap,Hell's Kitchen,10:35 AM,2:16 PM,4.7,false
315,The Sandwich Shop,Thai,expensive,Washington Heights,10:08 AM,11:38 PM,3.4,true
316,The Canadian Maple,Korean,cheap,Jackson Heights,6:02 AM,4:21 PM,1.6,false
317,The Korean BBQ,Japanese,cheap,Williamsburg,9:07 AM,10:19 PM,1.1,false
318,The Thai Orchid,Korean,medium,Chelsea,11:38 AM,10:54 AM,1.0,true
319,The German Beer Hall,Mexican,expensive,Lower East Side,9:23 AM,7:39 PM,5.0,true
320,The American Diner,American,expensive,Harlem,10:03 AM,10:01 PM,3.7,false
321,The French Bistro,Brazilian,medium,Bedford-Stuyvesant,7:02 AM,2:31 PM,1.7,false
322,The Swiss Chocolate Factory,Brazilian,expensive,Astoria,9:26 AM,1:25 PM,4.2,true
323,The Korean BBQ,French,cheap,Astoria,6:06 AM,6:32 PM,2.3,false
324,Taco Fiesta,Vietnamese,cheap,Greenwich Village,8:31 AM,2:53 PM,3.4,false
325,The Greek Taverna,Brazilian,medium,Williamsburg,6:12 AM,7:19 PM,1.5,true
326,The Mediterranean Grill,Brazilian,medium,Park Slope,10:39 AM,1:43 PM,4.8,true
327,The Irish Pub,Brazilian,medium,Upper East Side,11:53 AM,10:35 AM,0.0,false
328,The Thai Orchid,Korean,medium,Upper East Side,8:04 AM,7:53 PM,3.8,true
329,The Spanish Tapas Bar,Mediterranean,cheap,Williamsburg,9:22 AM,10:52 PM,0.2,false
330,The Soup Kitchen,Italian,expensive,Astoria,11:08 AM,7:00 PM,2.0,true
331,The Ethiopian Injera,Greek,expensive,Greenwich Village,6:46 AM,9:18 PM,2.1,true
332,The Brazilian Churrascaria,Mexican,expensive,Bedford-Stuyvesant,11:54 AM,3:11 PM,0.0,true
333,The Noodle Bar,Indian,cheap,Lower East Side,6:54 AM,9:39 PM,0.1,true
334,The Vietnamese Pho,Mexican,cheap,Chelsea,11:07 AM,11:42 PM,3.9,false
335,The German Beer Hall,Brazilian,medium,Hell's Kitchen,8:19 AM,3:08 PM,3.0,true
336,Pizza Paradise,Mediterranean,medium,Murray Hill,6:23 AM,11:04 AM,4.6,false
337,The Pancake Palace,American,medium,Murray Hill,9:39 AM,2:55 PM,1.4,false
338,The Spice Route,Italian,expensive,Bushwick,11:14 AM,1:35 PM,2.3,false
339,The Steakhouse,French,medium,Harlem,9:58 AM,4:26 PM,0.8,false
340,The British Fish and Chips,Greek,expensive,Jackson Heights,7:49 AM,11:37 AM,4.0,true
341,The Ethiopian Injera,Chinese,expensive,Lower East Side,8:56 AM,11:28 PM,1.8,true
342,The Belgian Waffle Cart,Thai,medium,Greenwich Village,9:44 AM,10:11 AM,3.2,true
343,The American Diner,Mexican,cheap,Lower East Side,10:05 AM,8:55 PM,4.5,true
344,The Indonesian Satay House,Chinese,cheap,Washington Heights,8:37 AM,11:39 PM,1.6,false
345,The Hungry Panda,Italian,medium,Bedford-Stuyvesant,6:00 AM,8:41 PM,2.7,true
346,The Steakhouse,Thai,medium,Jackson Heights,11:21 AM,10:02 AM,0.3,false
347,The Turkish Kebab,American,cheap,Jackson Heights,10:02 AM,5:42 PM,4.7,true
348,The Australian Outback,Korean,expensive,Astoria,6:09 AM,10:59 PM,4.5,false
349,The Sweet Tooth,Korean,expensive,Bedford-Stuyvesant,10:49 AM,11:39 AM,1.5,false
350,Bella Italia,Korean,cheap,Murray Hill,7:46 AM,9:25 PM,3.2,false
351,The Canadian Maple,Vietnamese,medium,Bushwick,6:50 AM,7:55 PM,2.1,false
352,The Korean BBQ,Mexican,cheap,Washington Heights,7:58 AM,9:14 PM,2.2,true
353,The Italian Gelateria,Indian,medium,Bushwick,8:55 AM,5:16 PM,3.6,false
354,The Salad Bar,Vietnamese,expensive,Chelsea,7:39 AM,11:36 PM,4.0,false
355,The Australian Outback,French,cheap,Bushwick,6:28 AM,10:45 AM,1.5,true
356,The Belgian Waffle Cart,Vietnamese,expensive,Jackson Heights,6:48 AM,3:08 PM,2.3,false
357,The Peruvian Ceviche,Indian,cheap,Bedford-Stuyvesant,7:19 AM,8:57 PM,1.7,true
358,The Mexican Cantina,Turkish,expensive,Upper East Side,11:05 AM,11:56 PM,2.0,true
359,The Canadian Maple,Japanese,cheap,Washington Heights,9:32 AM,4:05 PM,3.4,false
360,Taco Fiesta,Spanish,cheap,Williamsburg,9:18 AM,10:45 PM,3.9,false
361,The Korean BBQ,Korean,expensive,Harlem,11:55 AM,12:41 PM,1.6,true
362,The British Fish and Chips,Japanese,cheap,Washington Heights,10:15 AM,11:47 AM,4.1,false
363,The Sweet Tooth,Vietnamese,cheap,Murray Hill,11:57 AM,11:18 PM,3.1,false
364,The Brazilian Churrascaria,Vietnamese,expensive,Bushwick,10:46 AM,11:21 AM,4.9,false
365,The Coffee Bean,Brazilian,cheap,Astoria,9:27 AM,3:37 PM,1.5,true
366,Pizza Paradise,Korean,expensive,Upper East Side,7:00 AM,4:08 PM,2.8,false
367,The Korean BBQ,French,medium,Williamsburg,11:13 AM,7:45 PM,0.1,true
368,The Salad Bar,Mediterranean,medium,Bushwick,7:30 AM,10:00 AM,1.4,true
369,The Sweet Tooth,Spanish,medium,Murray Hill,11:50 AM,1:58 PM,2.3,false
370,The Pancake Palace,Mediterranean,medium,Lower East Side,10:43 AM,8:39 PM,3.5,false
371,The Italian Gelateria,Greek,cheap,Chelsea,9:31 AM,8:13 PM,2.2,true
372,Taco Fiesta,Mexican,cheap,Park Slope,11:19 AM,11:12 AM,0.1,true
373,The Sweet Tooth,Brazilian,medium,Park Slope,7:17 AM,12:20 PM,0.6,true
374,The American Diner,Turkish,medium,Lower East Side,11:55 AM,1:18 PM,3.9,false
375,The American Diner,Brazilian,expensive,Astoria,9:49 AM,2:54 PM,4.4,true
376,The Canadian Maple,Indian,cheap,Greenwich Village,8:11 AM,11:06 AM,4.8,false
377,The Seafood Shack,Mexican,expensive,Harlem,9:18 AM,2:43 PM,3.4,false
378,The Burger Joint,Spanish,medium,Harlem,8:56 AM,8:34 PM,1.7,false
379,The French Bistro,Thai,medium,Williamsburg,7:59 AM,1:28 PM,2.2,true
380,The Irish Pub,Brazilian,expensive,Long Island City,10:34 AM,8:14 PM,1.9,false
381,The Waffle House,Greek,expensive,Murray Hill,6:57 AM,3:37 PM,0.4,true
382,The Canadian Maple,Italian,expensive,Greenwich Village,8:24 AM,11:52 AM,4.7,true
383,The Steakhouse,Chinese,cheap,Upper East Side,8:41 AM,3:07 PM,0.5,true
384,The Pasta Place,Spanish,expensive,Murray Hill,11:28 AM,11:24 AM,2.2,false
385,The Brazilian Churrascaria,Greek,medium,Harlem,9:07 AM,7:40 PM,2.2,true
386,The Spanish Tapas Bar,Chinese,medium,Chelsea,10:51 AM,8:52 PM,1.5,false
387,The Vietnamese Pho,French,expensive,Jackson Heights,7:28 AM,9:47 PM,4.3,true
388,The Pasta Place,American,cheap,Harlem,10:52 AM,6:22 PM,2.1,false
389,The American Diner,Turkish,expensive,Astoria,6:43 AM,7:20 PM,0.2,true
390,The Egyptian Falafel,Mexican,medium,Chelsea,8:52 AM,2:08 PM,0.3,false
391,The Thai Orchid,Chinese,medium,Jackson Heights,6:14 AM,11:27 AM,0.3,false
392,The Pasta Place,Chinese,medium,Park Slope,6:12 AM,2:48 PM,1.2,false
393,The Hungry Panda,Spanish,expensive,Bedford-Stuyvesant,10:15 AM,5:44 PM,4.1,true
394,Taco Fiesta,Japanese,cheap,Upper East Side,6:03 AM,10:08 AM,1.6,true
395,The Soup Kitchen,French,medium,Lower East Side,7:11 AM,1:14 PM,2.0,true
396,Pizza Paradise,Korean,medium,Bedford-Stuyvesant,7:02 AM,8:40 PM,4.1,false
397,The Malaysian Hawker Stall,Vietnamese,cheap,Hell's Kitchen,9:32 AM,1:47 PM,0.6,true
398,The Japanese Teppanyaki,Mexican,cheap,Murray Hill,10:35 AM,10:15 AM,4.9,false
399,The Swiss Chocolate Factory,Japanese,cheap,Hell's Kitchen,6:14 AM,6:25 PM,3.8,false
400,The Mediterranean Grill,Mexican,expensive,Harlem,9:19 AM,4:00 PM,2.2,true
401,Bella Italia,Spanish,medium,Murray Hill,12:00 PM,3:54 PM,0.5,true
402,The French Bistro,Greek,expensive,Long Island City,8:28 AM,12:30 PM,3.7,true
403,The Vietnamese Pho,Indian,cheap,Lower East Side,10:31 AM,9:56 PM,3.9,false
404,The Seafood Shack,Spanish,medium,Hell's Kitchen,8:05 AM,6:28 PM,1.1,false
405,Cafe Delight,Mexican,cheap,Park Slope,8:32 AM,12:56 PM,1.9,false
406,Taco Fiesta,French,cheap,Williamsburg,11:43 AM,12:10 PM,4.4,false
407,The Australian Outback,Vietnamese,cheap,Park Slope,6:07 AM,8:45 PM,0.1,true
408,The Steakhouse,Mexican,medium,Washington Heights,7:55 AM,12:46 PM,0.8,true
409,The Moroccan Tagine,Chinese,cheap,Park Slope,8:49 AM,7:17 PM,0.7,true
410,The Belgian Waffle Cart,Chinese,medium,Bedford-Stuyvesant,11:26 AM,4:40 PM,1.1,false
411,Cafe Delight,Chinese,medium,Park Slope,6:56 AM,11:50 AM,0.3,true
412,The Ethiopian Injera,Korean,cheap,Williamsburg,11:41 AM,5:08 PM,4.6,false
413,The Pasta Place,Greek,expensive,Hell's Kitchen,11:32 AM,4:07 PM,3.3,true
414,The Dutch Pancake House,French,medium,Astoria,9:55 AM,8:14 PM,3.8,false
415,The Belgian Waffle Cart,Mediterranean,medium,Greenwich Village,7:57 AM,9:56 PM,0.7,false
416,The Japanese Teppanyaki,French,medium,Park Slope,9:43 AM,7:16 PM,2.1,true
417,The Veggie Patch,Greek,cheap,Washington Heights,6:57 AM,2:20 PM,2.8,false
418,The BBQ Pit,Greek,medium,Park Slope,11:49 AM,11:04 PM,4.4,false
419,The Chinese Dim Sum,Brazilian,medium,Greenwich Village,9:14 AM,11:00 PM,4.6,true
420,The Pasta Place,Korean,cheap,Williamsburg,9:53 AM,3:27 PM,4.6,true
421,The Veggie Patch,Mediterranean,expensive,Park Slope,10:47 AM,10:04 AM,1.0,false
422,The Malaysian Hawker Stall,Spanish,medium,Lower East Side,6:53 AM,12:45 PM,5.0,false
423,The Moroccan Tagine,Vietnamese,expensive,Murray Hill,8:57 AM,3:20 PM,3.1,false
424,The Swiss Chocolate Factory,French,cheap,Lower East Side,9:55 AM,3:27 PM,4.4,false
425,The Waffle House,Japanese,expensive,Williamsburg,7:14 AM,1:49 PM,4.0,false
426,The Swiss Chocolate Factory,Italian,medium,Upper East Side,10:26 AM,6:36 PM,0.0,true
427,The Ethiopian Injera,Indian,medium,Greenwich Village,6:54 AM,1:08 PM,0.1,true
428,The Sandwich Shop,Brazilian,medium,Murray Hill,11:19 AM,8:52 PM,3.5,false
429,Taco Fiesta,Spanish,expensive,Upper East Side,6:07 AM,10:59 AM,1.9,true
430,The Hungry Panda,Brazilian,medium,Murray Hill,10:50 AM,1:13 PM,2.7,false
431,The Spanish Tapas Bar,French,medium,Murray Hill,9:06 AM,11:41 AM,0.2,false
432,The Salad Bar,Spanish,cheap,Chelsea,11:13 AM,11:34 AM,0.3,true
433,The Thai Orchid,French,medium,Williamsburg,9:25 AM,1:16 PM,4.4,false
434,The Mexican Cantina,Mexican,medium,Greenwich Village,9:13 AM,1:08 PM,1.5,true
435,The Dutch Pancake House,Turkish,cheap,Williamsburg,11:49 AM,2:19 PM,0.3,false
436,The Malaysian Hawker Stall,Korean,expensive,Greenwich Village,6:26 AM,10:50 AM,4.2,false
437,The BBQ Pit,American,cheap,Washington Heights,7:08 AM,11:00 AM,0.0,false
438,The Soup Kitchen,Korean,expensive,Greenwich Village,10:45 AM,11:10 PM,4.9,false
439,The Mediterranean Grill,Spanish,expensive,Bedford-Stuyvesant,11:11 AM,7:14 PM,3.1,false
440,The Indonesian Satay House,Mexican,expensive,Murray Hill,10:29 AM,4:41 PM,1.9,false
441,The Dutch Pancake House,Mexican,cheap,Park Slope,9:47 AM,10:18 AM,2.8,false
442,The Sweet Tooth,Brazilian,medium,Jackson Heights,9:37 AM,3:10 PM,2.5,true
443,The Indian Curry House,Vietnamese,expensive,Williamsburg,7:01 AM,11:20 AM,0.3,true
444,The Seafood Shack,Korean,expensive,Chelsea,10:57 AM,11:40 AM,3.3,true
445,The British Fish and Chips,Mediterranean,expensive,Long Island City,9:03 AM,3:02 PM,2.4,true
446,Sushi House,Japanese,medium,Williamsburg,9:54 AM,2:00 PM,2.2,false
447,The Seafood Shack,Japanese,expensive,Jackson Heights,10:12 AM,10:59 PM,0.9,true
448,The Japanese Teppanyaki,American,cheap,Murray Hill,8:56 AM,6:07 PM,0.8,true
449,The Malaysian Hawker Stall,Japanese,expensive,Harlem,10:58 AM,11:16 PM,0.9,false
450,The Indian Curry House,Mediterranean,medium,Long Island City,8:38 AM,10:23 AM,4.7,false
451,The Italian Gelateria,Greek,expensive,Williamsburg,9:00 AM,10:35 PM,3.2,false
452,The Sandwich Shop,Chinese,cheap,Greenwich Village,8:35 AM,10:38 AM,0.7,false
453,Pizza Paradise,Vietnamese,expensive,Park Slope,8:38 AM,10:48 AM,2.1,true
454,The Korean BBQ,Mediterranean,expensive,Park Slope,6:56 AM,3:22 PM,3.3,true
455,Cafe Delight,Korean,cheap,Jackson Heights,11:00 AM,11:16 AM,4.3,true
456,The Mexican Cantina,Thai,cheap,Hell's Kitchen,9:36 AM,11:34 AM,3.7,true
457,Bella Italia,Spanish,expensive,Greenwich Village,8:55 AM,12:16 PM,1.0,false
458,The Salad Bar,Italian,medium,Lower East Side,9:31 AM,2:16 PM,0.9,true
459,The Sandwich Shop,Chinese,expensive,Chelsea,6:47 AM,8:17 PM,2.6,false
460,The Korean BBQ,Japanese,medium,Bedford-Stuyvesant,6:04 AM,2:30 PM,1.6,false
461,The Brazilian Churrascaria,Turkish,medium,Harlem,7:15 AM,2:56 PM,2.6,true
462,The Waffle House,Turkish,cheap,Astoria,6:07 AM,10:43 AM,4.2,true
463,The Mexican Cantina,Mexican,expensive,Bushwick,7:07 AM,1:10 PM,0.9,true
464,The Steakhouse,Korean,medium,Williamsburg,7:07 AM,1:53 PM,3.1,false
465,The Canadian Maple,Spanish,cheap,Lower East Side,7:08 AM,6:34 PM,2.8,false
466,The Noodle Bar,Japanese,expensive,Williamsburg,11:00 AM,2:08 PM,0.7,true
467,Pizza Paradise,Turkish,expensive,Hell's Kitchen,7:22 AM,10:54 AM,2.6,true
468,The Waffle House,Turkish,expensive,Washington Heights,8:50 AM,7:59 PM,4.2,true
469,The Belgian Waffle Cart,Vietnamese,medium,Astoria,7:00 AM,12:14 PM,3.8,false
470,The Indonesian Satay House,Mexican,medium,Jackson Heights,9:58 AM,11:09 PM,1.3,false
471,The Egyptian Falafel,Brazilian,medium,Chelsea,8:01 AM,1:19 PM,2.7,true
472,The American Diner,French,expensive,Williamsburg,10:15 AM,3:06 PM,4.6,false
473,The Hungry Panda,Mexican,expensive,Greenwich Village,10:48 AM,9:14 PM,1.4,false
474,The Mediterranean Grill,Spanish,medium,Chelsea,9:11 AM,8:30 PM,0.3,true
475,The Soup Kitchen,Korean,expensive,Bushwick,6:37 AM,10:30 AM,3.9,true
476,The Waffle House,Brazilian,cheap,Astoria,8:42 AM,5:48 PM,2.3,true
477,The Soup Kitchen,Korean,cheap,Murray Hill,6:06 AM,7:53 PM,2.2,false
478,The Canadian Maple,Korean,expensive,Washington Heights,9:38 AM,4:17 PM,0.5,true
479,The Veggie Patch,Turkish,medium,Williamsburg,10:03 AM,6:59 PM,0.5,true
480,The Hungry Panda,Mediterranean,cheap,Upper East Side,7:04 AM,5:13 PM,1.8,true
481,Pizza Paradise,Japanese,expensive,Chelsea,9:29 AM,6:51 PM,0.1,false
482,The Salad Bar,Korean,expensive,Hell's Kitchen,11:31 AM,4:35 PM,0.2,true
483,Pizza Paradise,Italian,cheap,Park Slope,11:35 AM,5:44 PM,0.6,false
484,The Italian Gelateria,Mexican,medium,Williamsburg,8:48 AM,11:39 PM,1.0,false
485,The Veggie Patch,Korean,expensive,Upper East Side,8:54 AM,10:48 PM,3.7,false
486,The Egyptian Falafel,French,medium,Bedford-Stuyvesant,9:26 AM,10:11 PM,3.8,true
487,The BBQ Pit,Brazilian,expensive,Bedford-Stuyvesant,7:36 AM,3:43 PM,1.9,true
488,The Soup Kitchen,Thai,cheap,Park Slope,7:24 AM,9:50 PM,0.2,false
489,The Chinese Dim Sum,Greek,expensive,Greenwich Village,8:08 AM,10:30 PM,2.5,false
490,The Coffee Bean,Spanish,medium,Bushwick,7:39 AM,1:25 PM,2.1,false
491,The Indian Curry House,Spanish,medium,Washington Heights,10:44 AM,1:33 PM,2.3,true
492,The Malaysian Hawker Stall,Mexican,medium,Bedford-Stuyvesant,10:54 AM,3:17 PM,0.1,true
493,The Pasta Place,Korean,cheap,Astoria,10:33 AM,11:54 PM,3.1,true
494,The French Bistro,Vietnamese,cheap,Harlem,6:10 AM,5:35 PM,0.4,false
495,The Hungry Panda,Turkish,medium,Lower East Side,11:52 AM,7:58 PM,1.8,false
496,The Malaysian Hawker Stall,Brazilian,medium,Upper East Side,7:41 AM,3:26 PM,4.8,false
497,The Spice Route,Mediterranean,medium,Hell's Kitchen,10:11 AM,12:53 PM,2.0,true
498,The Dutch Pancake House,Japanese,medium,Greenwich Village,10:39 AM,1:34 PM,1.6,true
499,The Korean BBQ,Brazilian,medium,Harlem,8:50 AM,7:48 PM,2.8,false
500,Sushi House,Spanish,cheap,Washington Heights,9:36 AM,5:07 PM,2.4,false
501,The Japanese Teppanyaki,Brazilian,cheap,Greenwich Village,8:38 AM,4:15 PM,2.7,true
